epoch,train_loss,valid_loss
0,0.481108213,0.328290494
1,0.306948043,0.274772517
2,0.267244766,0.245605955
3,0.242961725,0.227627435
4,0.228359742,0.232310483
5,0.216348254,0.205484673
6,0.209659829,0.203360764
7,0.202136595,0.203823285
8,0.196521013,0.20205538
9,0.191147903,0.18455257
10,0.1857877,0.182104088
11,0.1822889,0.176346109
12,0.179058501,0.176227915
13,0.174071782,0.175505311
14,0.171416206,0.168859744
15,0.167743861,0.17680978
16,0.165183766,0.162270357
17,0.162356843,0.163569686
18,0.159726916,0.161025475
19,0.15776967,0.155947608
20,0.156149801,0.159235941
21,0.15385404,0.156528566
22,0.151869275,0.152493124
23,0.150218487,0.153833489
24,0.148588177,0.150796869
25,0.146608774,0.147719787
26,0.145062997,0.147984598
27,0.144420114,0.145354457
28,0.141979024,0.147201781
29,0.141016842,0.151280236
30,0.13956863,0.14455648
31,0.138229869,0.140221954
32,0.136669459,0.140033126
33,0.136116747,0.139568406
34,0.134709983,0.139936215
35,0.13317486,0.141869715
36,0.132212948,0.137913793
37,0.131224351,0.139583091
38,0.129961142,0.139234139
39,0.129493292,0.138082188
40,0.128623803,0.137386871
41,0.127300135,0.133774423
42,0.126126786,0.133202762
43,0.125451433,0.131561402
44,0.12383961060538363,0.1359660976602952
45,0.12313789788203024,0.13167192334494923
46,0.12246360754846927,0.12992619873893946
47,0.1217551831024975,0.1341580211936167
48,0.12136745632593356,0.12959734928932073
49,0.12008497331609679,0.13825003888311704
50,0.11908201943689854,0.13050106735027808
