epoch,train_loss,valid_loss
0,0.531971014,0.359652774
1,0.326287765,0.314204033
2,0.287216792,0.268636991
3,0.264663632,0.25905485
4,0.250148808,0.239097107
5,0.238492377,0.229360596
6,0.227891141,0.228018849
7,0.220238634,0.224223
8,0.214785128,0.209285568
9,0.207454176,0.206312459
10,0.204582244,0.211585251
11,0.201160543,0.196889801
12,0.196100396,0.197277626
13,0.192974668,0.200382916
14,0.188630374,0.192148527
15,0.184933598,0.189373219
16,0.182444639,0.18060411
17,0.178998267,0.18388496
18,0.176885258,0.214538333
19,0.173795856,0.1747644
20,0.172019539,0.170952294
21,0.167686444,0.171317221
22,0.16652763,0.169138258
23,0.163957051,0.166732899
24,0.160859749,0.169853835
25,0.15974316,0.16039256
26,0.155904261,0.164198849
27,0.155738758,0.157268131
28,0.151766922,0.158193353
29,0.150604976,0.158583575
30,0.148729954,0.151587977
31,0.147111513,0.153727582
32,0.145256703,0.155409847
33,0.143818574,0.157087555
34,0.14238242,0.148388217
35,0.141381936,0.145078076
36,0.139152134,0.145708568
37,0.137944642,0.143170889
38,0.137916358,0.143333113
39,0.135708402,0.142809818
40,0.134488797,0.142152363
41,0.133274775,0.142069364
42,0.132310696,0.145519054
43,0.13187166997535743,0.13907342248812904
44,0.1308987161022934,0.1388136791318565
45,0.13019761242459169,0.13741977769442557
46,0.12885684673510603,0.13584087784556823
47,0.12836319393848056,0.1360682843314917
48,0.12656044768328642,0.13390298318286678
49,0.12624513833367046,0.13579969049580506
50,0.1251161355469095,0.13160321395562855
